Data;VIX;POL;F2S;Dutch TTF;OIL;OIS1;OIS10;B GER 1;B GER 10;B It 1;B IT 10;B Sp 1;B Sp 10;B FR 1;B FR 10;B HUN 1;B HUN 10
19/01/22;23.85;71.25;0.192935714285714;75.600;88.44;-0.515;0.215;-0.687;-0.019;-0.457;1.366;-0.543;0.716;-0.645;0.343;3.893;4.724
20/01/22;25.59;72.93;0.186447142857143;75.205;88.38;-0.5167;0.2102;-0.69;-0.034;-0.465;1.329;-0.559;0.693;-0.655;0.326;4.032;4.67
21/01/22;28.85;126.04;0.211734285714286;78.980;87.89;-0.5213;0.1847;-0.689;-0.072;-0.464;1.315;-0.553;0.669;-0.661;0.288;4.015;4.574
22/01/22;#N/D;52.51;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
23/01/22;#N/D;122.72;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
24/01/22;29.9;273.48;0.237984285714286;93.000;86.27;-0.5263;0.158;-0.698;-0.113;-0.466;1.313;-0.557;0.657;-0.669;0.269;4.032;4.586
25/01/22;31.16;190.88;0.223601428571429;93.580;88.20;-0.5207;0.189;-0.705;-0.088;-0.457;1.319;-0.565;0.671;-0.668;0.294;4.083;4.609
26/01/22;31.96;146.78;0.233564285714286;91.835;89.96;-0.516;0.1948;-0.705;-0.081;-0.433;1.358;-0.557;0.705;-0.662;0.302;4.148;4.531
27/01/22;30.49;164.89;0.227575714285714;92.300;89.34;-0.5102;0.1968;-0.7;-0.064;-0.442;1.316;-0.569;0.702;-0.667;0.309;4.194;4.62
28/01/22;27.66;129.34;0.238591428571429;92.062;90.03;-0.5015;0.224;-0.697;-0.051;-0.441;1.31;-0.549;0.73;-0.668;0.33;4.202;4.743
29/01/22;#N/D;126.32;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
30/01/22;#N/D;179.99;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
31/01/22;24.83;184.81;0.234584285714286;84.670;91.21;-0.4722;0.262;-0.685;0.006;-0.432;1.324;-0.569;0.779;-0.658;0.366;4.226;4.771
01/02/22;21.96;143.53;0.231294285714286;76.165;89.16;-0.475;0.277;-0.688;0.031;-0.398;1.388;-0.533;0.812;-0.657;0.415;4.234;4.76
02/02/22;22.09;101.01;0.23692;77.350;89.47;-0.467;0.2965;-0.685;0.035;-0.386;1.405;-0.52;0.816;-0.649;0.414;4.3;4.805
03/02/22;24.35;93.56;0.243207142857143;80.225;91.11;-0.402;0.3832;-0.643;0.133;-0.322;1.613;-0.407;0.968;-0.604;0.538;4.363;4.812
04/02/22;23.22;171.57;0.244934285714286;82.650;93.27;-0.3713;0.438;-0.585;0.199;-0.255;1.715;-0.346;1.06;-0.528;0.609;4.486;4.707
05/02/22;#N/D;111.26;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
06/02/22;#N/D;121.68;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
07/02/22;22.86;97.27;0.284281428571429;79.595;92.69;-0.383;0.4848;-0.604;0.221;-0.231;1.754;-0.349;1.105;-0.496;0.632;4.498;4.635
08/02/22;21.44;115.82;0.297674285714286;77.300;90.78;-0.3867;0.547;-0.613;0.261;-0.262;1.821;-0.376;1.153;-0.492;0.686;4.497;4.577
09/02/22;19.96;83.48;0.322397142857143;74.415;91.55;-0.3967;0.5065;-0.619;0.208;-0.322;1.727;-0.402;1.095;-0.53;0.631;4.465;4.532
10/02/22;23.91;84.38;0.334194285714286;74.355;91.41;-0.357;0.608;-0.608;0.275;-0.31;1.865;-0.41;1.2;-0.521;0.714;4.469;4.613
11/02/22;27.36;67.68;0.3419;77.425;94.44;-0.347;0.635;-0.59;0.255;-0.347;1.926;-0.376;1.375;-0.526;0.733;4.507;4.673
12/02/22;#N/D;85.27;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
13/02/22;#N/D;155.44;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
14/02/22;28.33;201.81;0.368077142857143;80.770;96.48;-0.353;0.6402;-0.628;0.277;-0.375;1.946;-0.393;1.268;-0.543;0.715;4.503;4.739
15/02/22;25.7;109.46;0.341411428571429;70.920;93.28;-0.366;0.627;-0.632;0.305;-0.391;1.937;-0.442;1.28;-0.545;0.748;4.602;4.671
16/02/22;24.29;73.91;0.299504285714286;69.795;94.81;-0.387;0.589;-0.644;0.274;-0.447;1.891;-0.487;1.241;-0.553;0.716;4.545;4.761
17/02/22;28.11;107.10;0.320088571428571;74.915;92.97;-0.4038;0.5583;-0.654;0.228;-0.499;1.816;-0.523;1.19;-0.57;0.67;4.567;4.679
18/02/22;27.75;180.25;0.341355714285714;73.760;93.54;-0.4118;0.539;-0.661;0.189;-0.49;1.819;-0.515;1.177;-0.571;0.653;4.575;4.681
19/02/22;#N/D;139.80;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
20/02/22;#N/D;133.87;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
21/02/22;#N/D;114.20;0.328444285714286;71.720;95.39;-0.416;0.5598;-0.647;0.205;-0.449;1.894;-0.513;1.221;-0.572;0.684;4.573;4.726
22/02/22;28.81;180.27;0.32166;79.790;96.84;-0.4047;0.5822;-0.662;0.241;-0.438;1.908;-0.496;1.239;-0.566;0.702;4.578;4.781
23/02/22;31.02;89.64;0.322908571428571;88.890;96.84;-0.401;0.592;-0.671;0.225;-0.406;1.922;-0.477;1.236;-0.559;0.7;4.528;4.757
24/02/22;30.32;156.68;0.329222857142857;134.315;99.08;-0.438;0.5497;-0.681;0.169;-0.453;1.797;-0.496;1.145;-0.576;0.629;4.84;4.995
25/02/22;27.59;161.59;0.318255714285714;94.422;97.93;-0.422;0.6228;-0.68;0.216;-0.429;1.816;-0.499;1.19;-0.568;0.672;4.826;4.951
26/02/22;#N/D;175.73;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
27/02/22;#N/D;160.39;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
28/02/22;30.15;167.06;0.378962857142857;98.595;100.99;-0.4795;0.533;-0.692;0.133;-0.477;1.692;-0.5;1.098;-0.602;0.576;4.976;5.191
01/03/22;33.32;188.05;0.410212857142857;121.675;104.97;-0.506;0.4078;-0.735;-0.075;-0.551;1.391;-0.523;0.856;-0.66;0.336;4.993;5.124
02/03/22;30.74;134.88;0.342645714285714;165.545;112.93;-0.4675;0.4647;-0.704;0.017;-0.477;1.524;-0.521;0.975;-0.635;0.438;5.26;5.22
03/03/22;30.48;204.82;0.36722;160.825;110.46;-0.4498;0.503;-0.702;0.015;-0.472;1.556;-0.515;0.991;-0.638;0.461;5.274;5.122
04/03/22;31.98;219.09;0.426881428571429;192.550;118.11;-0.489;0.469;-0.731;-0.071;-0.496;1.508;-0.529;0.944;-0.686;0.397;5.344;5.334
05/03/22;#N/D;212.98;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
06/03/22;#N/D;142.22;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
07/03/22;36.45;164.70;0.390732857142857;227.200;123.21;-0.4775;0.483;-0.728;-0.018;-0.468;1.58;-0.548;0.984;-0.681;0.44;5.864;5.743
08/03/22;35.13;165.06;0.354874285714286;214.555;127.98;-0.455;0.574;-0.717;0.11;-0.457;1.583;-0.539;1.035;-0.67;0.526;5.841;5.615
09/03/22;32.45;142.59;0.321197142857143;155.880;111.14;-0.421;0.641;-0.689;0.209;-0.426;1.634;-0.52;1.109;-0.644;0.549;5.437;5.521
10/03/22;30.23;150.53;0.32131;126.400;109.33;-0.3702;0.6993;-0.664;0.271;-0.356;1.886;-0.484;1.252;-0.576;0.713;5.625;5.571
11/03/22;30.75;232.96;0.381217142857143;131.230;112.67;-0.3695;0.6755;-0.669;0.247;-0.414;1.836;-0.488;1.223;-0.571;0.689;5.663;5.723
12/03/22;#N/D;174.06;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
13/03/22;#N/D;352.88;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
14/03/22;31.77;222.54;0.344881428571429;114.520;106.90;-0.3487;0.7728;-0.655;0.368;-0.442;1.932;-0.479;1.334;-0.537;0.802;#N/D;#N/D
15/03/22;29.83;154.33;0.36735;115.440;99.91;-0.362;0.759;-0.657;0.333;-0.473;1.886;-0.478;1.297;-0.569;0.773;#N/D;#N/D
16/03/22;26.67;216.66;0.31701;102.625;98.02;-0.3405;0.7882;-0.642;0.387;-0.474;1.883;-0.474;1.317;-0.561;0.816;5.54;5.598
17/03/22;25.67;137.82;0.309637142857143;105.090;106.64;-0.357;0.75;-0.644;0.385;-0.476;1.891;-0.482;1.312;-0.588;0.805;5.558;5.584
18/03/22;23.87;171.27;0.30995;105.045;107.93;-0.339;0.743;-0.626;0.37;-0.478;1.875;-0.461;1.303;-0.585;0.789;5.633;5.586
19/03/22;#N/D;100.89;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
20/03/22;#N/D;161.71;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
21/03/22;23.53;239.83;0.302895714285714;96.302;115.62;-0.328;0.83;-0.584;0.438;-0.448;1.964;-0.439;1.366;-0.547;0.867;5.671;5.799
22/03/22;22.94;137.53;0.319747142857143;98.745;115.48;-0.316;0.861;-0.586;0.504;-0.427;2.01;-0.426;1.406;-0.524;0.927;5.702;6.006
23/03/22;23.57;116.56;0.33278;117.000;121.60;-0.322;0.806;-0.587;0.466;-0.44;1.972;-0.441;1.356;-0.533;0.896;5.842;6.183
24/03/22;21.67;128.23;0.339857142857143;111.610;119.03;-0.297;0.881;-0.583;0.519;-0.423;2.03;-0.439;1.4;-0.524;0.944;5.843;6.316
25/03/22;20.81;209.01;0.339915714285714;101.270;120.65;-0.2682;0.9362;-0.571;0.565;-0.418;2.054;-0.423;1.421;-0.486;0.972;5.748;6.202
26/03/22;#N/D;204.08;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
27/03/22;#N/D;396.70;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
28/03/22;19.63;322.10;0.343398571428571;102.545;112.48;-0.2488;0.9503;-0.507;0.577;-0.377;2.092;-0.401;1.44;-0.465;0.978;5.773;6.298
29/03/22;18.9;193.93;0.343425714285714;108.380;110.23;-0.2212;1.01;-0.448;0.63;-0.354;2.103;-0.376;1.484;-0.444;1.027;5.885;6.027
30/03/22;19.33;105.19;0.346057142857143;118.970;113.45;-0.1988;1.028;-0.421;0.642;-0.308;2.113;-0.335;1.531;-0.417;1.05;5.928;5.966
31/03/22;20.56;81.85;0.355275714285714;125.905;107.91;-0.2387;0.931;-0.454;0.546;-0.351;2.024;-0.352;1.423;-0.428;0.952;5.785;5.68
01/04/22;19.63;114.29;0.359397142857143;112.150;104.39;-0.2448;0.9385;-0.44;0.553;-0.316;2.077;-0.349;1.461;-0.409;0.996;5.958;5.87
02/04/22;#N/D;160.34;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
03/04/22;#N/D;65.82;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
04/04/22;18.57;115.67;0.359061428571429;109.525;107.53;-0.251;0.904;-0.431;0.506;-0.31;2.056;-0.342;1.441;-0.384;0.979;5.962;5.799
05/04/22;21.03;126.89;0.36218;108.565;106.64;-0.2228;1.01;-0.414;0.613;-0.27;2.242;-0.284;1.583;-0.354;1.127;6.005;6.027
06/04/22;22.1;168.21;0.367921428571429;106.790;101.07;-0.2307;1.0475;-0.433;0.646;-0.277;2.285;-0.304;1.626;-0.355;1.158;6.082;6.208
07/04/22;21.55;171.04;0.363878571428571;104.565;100.58;-0.21;1.0733;-0.43;0.68;-0.279;2.316;-0.301;1.655;-0.34;1.201;6.102;6.398
08/04/22;21.16;124.74;0.364814285714286;103.880;102.78;-0.1635;1.132;-0.408;0.704;-0.25;2.338;-0.275;1.672;-0.305;1.234;6.125;6.532
09/04/22;#N/D;92.39;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
10/04/22;#N/D;324.04;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
11/04/22;24.37;241.25;0.352841428571429;100.135;98.48;-0.143;1.228;-0.349;0.813;-0.196;2.44;-0.265;1.731;-0.271;1.293;5.989;6.511
12/04/22;24.26;103.12;0.35723;102.220;104.64;-0.167;1.22;-0.372;0.789;-0.187;2.392;-0.27;1.697;-0.284;1.273;5.971;6.45
13/04/22;21.82;90.43;0.343867142857143;105.325;108.78;-0.144;1.217;-0.38;0.764;-0.152;2.354;-0.271;1.684;-0.286;1.237;6.098;6.284
14/04/22;22.7;142.29;0.349674285714286;95.620;111.70;-0.163;1.3062;-0.387;0.838;-0.165;2.461;-0.274;1.742;-0.264;1.305;6.166;6.268
15/04/22;#N/D;98.36;#N/D;#N/D;#N/D;-0.163;1.3062;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
16/04/22;#N/D;85.21;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
17/04/22;#N/D;105.38;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
18/04/22;22.17;93.03;#N/D;95.620;113.16;-0.163;1.3062;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
19/04/22;21.37;276.08;0.335995714285714;93.770;107.25;-0.164;1.365;-0.383;0.911;-0.182;2.53;-0.225;1.834;-0.275;1.357;6.298;6.424
20/04/22;20.32;95.07;0.322872857142857;94.230;106.80;-0.1423;1.2938;-0.39;0.856;-0.197;2.493;-0.248;1.794;-0.271;1.311;6.078;6.447
21/04/22;22.68;89.05;0.28735;100.060;108.33;-0.0323;1.367;-0.331;0.945;-0.158;2.563;-0.161;1.882;-0.208;1.362;6.195;6.484
22/04/22;28.21;148.56;0.31731;94.875;106.65;0.013;1.381;-0.311;0.965;-0.117;2.647;-0.112;1.926;-0.163;1.383;6.132;6.516
23/04/22;#N/D;112.10;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
24/04/22;#N/D;131.87;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
25/04/22;27.02;126.90;0.334244285714286;92.835;102.32;-0.032;1.295;-0.297;0.836;-0.119;2.559;-0.122;1.818;-0.178;1.29;6.153;6.476
26/04/22;33.52;130.06;0.316412857142857;103.210;104.99;-0.034;1.27;-0.303;0.814;-0.102;2.527;-0.123;1.781;-0.17;1.279;6.128;6.525
27/04/22;31.6;69.39;0.345192857142857;107.425;105.32;-0.055;1.259;-0.304;0.804;-0.11;2.557;-0.127;1.783;-0.167;1.28;6.136;6.531
28/04/22;29.99;80.21;0.354537142857143;100.142;107.59;0.013;1.36;-0.285;0.902;-0.057;2.692;-0.079;1.895;-0.16;1.375;6.177;6.495
29/04/22;33.4;126.12;0.352995714285714;99.450;109.34;0.056;1.4;-0.23;0.94;-0.001;2.753;-0.036;1.968;-0.135;1.435;6.244;6.644
30/04/22;#N/D;281.50;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
01/05/22;#N/D;150.39;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
02/05/22;32.34;99.33;0.362605714285714;97.050;107.58;0.052;1.4405;-0.223;0.959;0.038;2.819;-0.04;2.006;-0.135;1.452;6.262;6.669
03/05/22;29.25;103.64;0.356221428571429;99.425;104.97;0.07;1.4327;-0.203;0.935;0.086;2.821;0.011;1.99;-0.14;1.432;6.292;6.887
04/05/22;25.42;123.78;0.344291428571429;103.820;110.14;0.0728;1.433;-0.193;0.971;0.152;2.932;0.041;2.059;-0.129;1.478;6.31;6.938
05/05/22;31.2;87.92;0.316905714285714;106.510;110.90;0.0745;1.491;-0.195;1.045;0.163;2.991;0.054;2.121;-0.13;1.53;6.31;6.937
06/05/22;30.19;212.50;0.35146;101.710;112.39;0.119;1.5847;-0.162;1.131;0.217;3.106;0.075;2.227;-0.082;1.632;6.32;6.997
07/05/22;#N/D;108.42;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
08/05/22;#N/D;307.96;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
09/05/22;34.75;97.81;0.356132857142857;93.785;105.94;0.083;1.584;-0.161;1.093;0.249;3.113;0.065;2.207;-0.089;1.61;6.359;7.106
10/05/22;32.99;135.75;0.350957142857143;98.800;102.46;0.0715;1.5062;-0.203;1.003;0.187;2.976;0.027;2.099;-0.112;1.515;6.449;7.21
11/05/22;32.56;102.02;0.349508571428571;94.010;107.51;0.058;1.432;-0.193;0.989;0.164;2.875;0.015;2.02;-0.134;1.474;6.414;7.212
12/05/22;31.77;144.73;0.319955714285714;106.700;107.45;0.0098;1.321;-0.239;0.844;0.091;2.695;-0.013;1.879;-0.16;1.338;6.45;7.129
13/05/22;28.87;140.00;0.268635714285714;96.880;111.55;0.044;1.411;-0.196;0.951;0.128;2.831;-0.013;1.999;-0.129;1.44;6.454;7.116
14/05/22;#N/D;130.88;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
15/05/22;#N/D;184.23;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
16/05/22;27.47;124.37;0.265297142857143;92.860;114.24;0.097;1.404;-0.121;0.942;0.151;2.817;-0.027;1.996;-0.086;1.427;6.43;7.028
17/05/22;26.1;101.23;0.256515714285714;94.175;111.93;0.177;1.479;-0.056;1.045;0.242;2.939;0.115;2.112;-0.025;1.53;6.464;7.16
18/05/22;30.96;97.83;0.2503;94.540;109.11;0.217;1.4548;-0.053;1.033;0.262;2.939;0.153;2.084;-0.01;1.497;6.454;7.158
19/05/22;29.35;157.59;0.289051428571429;91.025;112.04;0.224;1.393;-0.068;0.948;0.256;2.877;0.149;2.033;-0.018;1.426;6.404;6.993
20/05/22;29.43;185.12;0.293835714285714;87.900;112.55;0.199;1.373;-0.091;0.947;0.288;2.954;0.151;2.069;-0.003;1.45;6.368;6.655
21/05/22;#N/D;157.27;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
22/05/22;#N/D;247.40;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
23/05/22;28.48;135.77;0.271752857142857;83.290;113.42;0.224;1.425;-0.063;0.996;0.321;3.009;0.176;2.111;0.024;1.502;6.371;6.623
24/05/22;29.45;135.79;0.273532857142857;84.505;113.56;0.226;1.3812;-0.063;0.974;0.317;2.955;0.167;2.083;0.056;1.466;6.353;6.598
25/05/22;28.37;100.89;0.300631428571429;88.080;114.03;0.2287;1.4147;-0.072;0.959;0.31;2.915;0.16;2.05;0.054;1.466;6.457;6.609
26/05/22;27.5;132.56;0.309074285714286;85.970;117.40;0.224;1.471;-0.072;0.99;0.265;2.874;0.139;2.058;0.052;1.496;6.585;6.743
27/05/22;25.72;145.02;0.311685714285714;86.875;119.43;0.237;1.429;-0.057;0.971;0.265;2.878;0.137;2.035;0.06;1.462;6.509;6.809
28/05/22;#N/D;61.72;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
29/05/22;#N/D;79.32;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
30/05/22;26.54;82.99;0.27193;#N/D;121.67;0.2878;1.489;0.02;1.056;0.321;2.969;0.2;2.129;0.105;1.543;6.526;6.921
31/05/22;26.19;72.90;0.293478571428571;94.005;122.84;0.3158;1.5543;0.045;1.13;0.353;3.093;0.21;2.223;0.138;1.622;6.554;6.948
01/06/22;25.69;161.66;0.299304285714286;85.550;116.29;0.349;1.6172;0.069;1.17;0.372;3.17;0.247;2.282;0.14;1.678;6.509;6.935
02/06/22;24.72;144.13;0.301578571428571;83.945;117.61;0.388;1.679;0.1;1.236;0.471;3.258;0.302;2.356;0.168;1.734;6.494;6.893
03/06/22;24.79;163.85;0.321034285714286;83.100;119.72;0.433;1.7153;0.162;1.277;0.498;3.366;0.319;2.429;0.197;1.774;6.498;6.892
04/06/22;#N/D;88.70;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
05/06/22;#N/D;139.95;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
06/06/22;25.07;127.27;0.320304285714286;82.560;119.51;0.459;1.743;0.188;1.306;0.53;3.372;0.361;2.453;0.251;1.81;#N/D;#N/D
07/06/22;24.02;167.65;0.320225714285714;79.610;120.57;0.47;1.737;0.181;1.297;0.52;3.261;0.401;2.391;0.263;1.779;6.521;6.908
08/06/22;23.96;110.13;0.320657142857143;79.405;123.58;0.514;1.7928;0.223;1.354;0.564;3.34;0.467;2.472;0.287;1.852;6.652;7.062
09/06/22;26.09;112.11;0.319287142857143;84.880;123.07;0.611;1.8579;0.278;1.427;0.627;3.556;0.534;2.606;0.337;1.954;6.735;7.21
10/06/22;27.75;93.65;0.331354285714286;82.465;122.01;0.7083;1.937;0.315;1.476;0.85;3.686;0.706;2.742;0.427;2.063;6.783;7.467
11/06/22;#N/D;80.16;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
12/06/22;#N/D;124.32;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
13/06/22;34.02;95.37;0.385168571428571;83.400;122.27;0.801;2.1;0.468;1.611;1.112;3.946;0.752;2.958;0.604;2.202;6.925;7.904
14/06/22;32.69;120.62;0.433244285714286;97.040;121.17;0.9683;2.328;0.606;1.72;1.125;4.046;0.783;3.072;0.691;2.331;6.928;8.068
15/06/22;29.62;140.82;0.438395714285714;120.330;118.51;0.844;2.1642;0.483;1.637;0.92;3.763;0.764;2.846;0.63;2.167;6.955;8.167
16/06/22;32.95;189.54;0.398425714285714;124.365;119.81;0.897;2.229;0.587;1.695;0.936;3.694;0.804;2.865;0.642;2.233;7.145;8.227
17/06/22;31.13;108.29;0.412415714285714;117.740;113.12;0.83;2.131;0.509;1.655;0.867;3.532;0.742;2.723;0.568;2.175;7.406;8.099
18/06/22;#N/D;143.96;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
19/06/22;#N/D;184.49;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
20/06/22;31.03;165.42;0.385505714285714;#N/D;114.13;0.869;2.2222;0.687;1.718;0.91;3.61;0.813;2.806;0.619;2.276;7.407;8.144
21/06/22;30.19;140.11;0.38335;125.560;114.65;0.8591;2.236;0.662;1.759;0.867;3.631;0.794;2.83;0.688;2.308;7.411;8.185
22/06/22;28.95;96.97;0.393431428571429;127.170;111.74;0.825;2.1217;0.609;1.62;0.754;3.505;0.725;2.697;0.655;2.144;7.34;7.936
23/06/22;29.05;96.96;0.385272857142857;133.345;110.05;0.6988;1.942;0.469;1.423;0.636;3.327;0.595;2.507;0.538;1.949;7.242;7.536
24/06/22;27.23;111.86;0.364838571428571;128.505;113.12;0.6838;1.951;0.469;1.446;0.69;3.38;0.606;2.534;0.537;1.953;6.874;7.651
25/06/22;#N/D;91.56;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
26/06/22;#N/D;239.87;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
27/06/22;26.95;140.94;0.3702;129.460;115.09;0.7463;2.0627;0.5;1.544;0.752;3.48;0.659;2.643;0.625;2.061;6.875;7.96
28/06/22;28.36;129.96;0.38397;129.175;117.98;0.7997;2.1466;0.501;1.63;0.755;3.52;0.729;2.714;0.667;2.154;6.834;7.966
29/06/22;28.16;135.33;0.389537142857143;139.588;116.26;0.761;2.077;0.481;1.517;0.694;3.355;0.683;2.575;0.588;2.039;7.226;7.849
30/06/22;28.71;158.37;0.444841428571428;144.515;114.81;0.6478;1.8858;0.387;1.347;0.61;3.234;0.589;2.42;0.466;1.901;7.039;7.628
01/07/22;26.7;177.73;0.391032857142857;147.785;111.63;0.563;1.795;0.318;1.246;0.491;3.064;0.521;2.261;0.409;1.784;7.052;7.57
02/07/22;#N/D;130.95;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
